Reaction,Dataset,Reference,Reference_in_kcal_mol,Stoichiometry
ISOC7_0981_C7H10_358,ISOC7,0.02034439403335011,12.7663,"1,C7H10_358,-1,C7H10_396"
ISOC7_0982_C7H10_359,ISOC7,0.02025324003111708,12.7091,"1,C7H10_359,-1,C7H10_396"
ISOC7_0983_C7H10_360,ISOC7,0.02009993557281606,12.6129,"1,C7H10_360,-1,C7H10_396"
ISOC7_0984_C7H10_361,ISOC7,0.01964129707906312,12.3251,"1,C7H10_361,-1,C7H10_396"
ISOC7_0985_C7H10_362,ISOC7,0.01897150639482281,11.9048,"1,C7H10_362,-1,C7H10_396"
ISOC7_0986_C7H10_363,ISOC7,0.01855557641959864,11.6438,"1,C7H10_363,-1,C7H10_396"
ISOC7_0987_C7H10_364,ISOC7,0.01827526192671767,11.4679,"1,C7H10_364,-1,C7H10_396"
ISOC7_0988_C7H10_365,ISOC7,0.01823016300603244,11.4396,"1,C7H10_365,-1,C7H10_396"
ISOC7_0989_C7H10_366,ISOC7,0.01685297264362351,10.5754,"1,C7H10_366,-1,C7H10_396"
ISOC7_0990_C7H10_367,ISOC7,0.01423086083812980,8.93,"1,C7H10_367,-1,C7H10_396"
ISOC7_0991_C7H10_368,ISOC7,0.01320442215214555,8.2859,"1,C7H10_368,-1,C7H10_396"
ISOC7_0992_C7H10_369,ISOC7,0.01301239317890987,8.1654,"1,C7H10_369,-1,C7H10_396"
ISOC7_0993_C7H10_370,ISOC7,0.01129831547258373,7.0898,"1,C7H10_370,-1,C7H10_396"
ISOC7_0994_C7H10_371,ISOC7,0.01041067947181796,6.5328,"1,C7H10_371,-1,C7H10_396"
ISOC7_0995_C7H10_372,ISOC7,0.01019426839658638,6.397,"1,C7H10_372,-1,C7H10_396"
ISOC7_0996_C7H10_373,ISOC7,0.008971338653341047,5.6296,"1,C7H10_373,-1,C7H10_396"
ISOC7_0997_C7H10_374,ISOC7,0.008449752902801306,5.3023,"1,C7H10_374,-1,C7H10_396"
ISOC7_0998_C7H10_375,ISOC7,0.007898207445233923,4.9562,"1,C7H10_375,-1,C7H10_396"
ISOC7_0999_C7H10_376,ISOC7,0.007839722272472517,4.9195,"1,C7H10_376,-1,C7H10_396"
ISOC7_1000_C7H10_377,ISOC7,0.007394310670651992,4.64,"1,C7H10_377,-1,C7H10_396"
ISOC7_1001_C7H10_378,ISOC7,0.006602928196719712,4.1434,"1,C7H10_378,-1,C7H10_396"
ISOC7_1002_C7H10_379,ISOC7,0.006084529649055253,3.8181,"1,C7H10_379,-1,C7H10_396"
ISOC7_1003_C7H10_380,ISOC7,0.005972340107845360,3.7477,"1,C7H10_380,-1,C7H10_396"
ISOC7_1004_C7H10_381,ISOC7,0.005679436163607034,3.5639,"1,C7H10_381,-1,C7H10_396"
ISOC7_1005_C7H10_382,ISOC7,0.005573142947716411,3.4972,"1,C7H10_382,-1,C7H10_396"
ISOC7_1006_C7H10_383,ISOC7,0.004791959522985030,3.007,"1,C7H10_383,-1,C7H10_396"
ISOC7_1007_C7H10_384,ISOC7,0.004687578628819577,2.9415,"1,C7H10_384,-1,C7H10_396"
ISOC7_1008_C7H10_385,ISOC7,0.004622081609732551,2.9004,"1,C7H10_385,-1,C7H10_396"
ISOC7_1009_C7H10_386,ISOC7,0.003263855104431540,2.0481,"1,C7H10_386,-1,C7H10_396"
ISOC7_1010_C7H10_387,ISOC7,0.003228955232947213,2.0262,"1,C7H10_387,-1,C7H10_396"
ISOC7_1011_C7H10_388,ISOC7,0.003064495564582712,1.923,"1,C7H10_388,-1,C7H10_396"
ISOC7_1012_C7H10_389,ISOC7,0.002284108940570151,1.4333,"1,C7H10_389,-1,C7H10_396"
ISOC7_1013_C7H10_390,ISOC7,0.002093514208628345,1.3137,"1,C7H10_390,-1,C7H10_396"
ISOC7_1014_C7H10_391,ISOC7,0.001946584156077890,1.2215,"1,C7H10_391,-1,C7H10_396"
ISOC7_1015_C7H10_392,ISOC7,0.001462607399466465,0.9178,"1,C7H10_392,-1,C7H10_396"
ISOC7_1016_C7H10_393,ISOC7,0.001317908388928706,0.827,"1,C7H10_393,-1,C7H10_396"
ISOC7_1017_C7H10_394,ISOC7,0.0006919417442235119,0.4342,"1,C7H10_394,-1,C7H10_396"
ISOC7_1018_C7H10_395,ISOC7,0.00008095495303213819,0.0508,"1,C7H10_395,-1,C7H10_396"
ISOC7_1019_C7H10_396,ISOC7,0e-42,0,"1,C7H10_396,-1,C7H10_396"
ISOC7_1020_C7H12_1,ISOC7,0.1298488761809619,81.4814,"1,C7H12_1,-1,C7H12_229"
ISOC7_1021_C7H12_2,ISOC7,0.09871643785536056,61.9455,"1,C7H12_2,-1,C7H12_229"
ISOC7_1022_C7H12_3,ISOC7,0.09678865819624683,60.7358,"1,C7H12_3,-1,C7H12_229"
ISOC7_1023_C7H12_4,ISOC7,0.09655089286175086,60.5866,"1,C7H12_4,-1,C7H12_229"
ISOC7_1024_C7H12_5,ISOC7,0.09514645191475828,59.7053,"1,C7H12_5,-1,C7H12_229"
ISOC7_1025_C7H12_6,ISOC7,0.09487267118777164,59.5335,"1,C7H12_6,-1,C7H12_229"
ISOC7_1026_C7H12_7,ISOC7,0.09389818390865446,58.922,"1,C7H12_7,-1,C7H12_229"
ISOC7_1027_C7H12_8,ISOC7,0.09317054549222780,58.4654,"1,C7H12_8,-1,C7H12_229"
ISOC7_1028_C7H12_9,ISOC7,0.09251557530135755,58.0544,"1,C7H12_9,-1,C7H12_229"
ISOC7_1029_C7H12_10,ISOC7,0.09097089742785260,57.0851,"1,C7H12_10,-1,C7H12_229"
ISOC7_1030_C7H12_11,ISOC7,0.09069233589655304,56.9103,"1,C7H12_11,-1,C7H12_229"
ISOC7_1031_C7H12_12,ISOC7,0.09033935317811566,56.6888,"1,C7H12_12,-1,C7H12_229"
ISOC7_1032_C7H12_13,ISOC7,0.09025616718307083,56.6366,"1,C7H12_13,-1,C7H12_229"
ISOC7_1033_C7H12_14,ISOC7,0.09015003332732397,56.57,"1,C7H12_14,-1,C7H12_229"
ISOC7_1034_C7H12_15,ISOC7,0.08819309076190141,55.342,"1,C7H12_15,-1,C7H12_229"
ISOC7_1035_C7H12_16,ISOC7,0.08809046282931737,55.2776,"1,C7H12_16,-1,C7H12_229"
ISOC7_1036_C7H12_17,ISOC7,0.08770194279882061,55.0338,"1,C7H12_17,-1,C7H12_229"
ISOC7_1037_C7H12_18,ISOC7,0.08759102813876083,54.9642,"1,C7H12_18,-1,C7H12_229"
ISOC7_1038_C7H12_19,ISOC7,0.08668554380189349,54.396,"1,C7H12_19,-1,C7H12_229"
ISOC7_1039_C7H12_20,ISOC7,0.08664825352825270,54.3726,"1,C7H12_20,-1,C7H12_229"
ISOC7_1040_C7H12_21,ISOC7,0.08548970528308804,53.6456,"1,C7H12_21,-1,C7H12_229"
ISOC7_1041_C7H12_22,ISOC7,0.08541114073221237,53.5963,"1,C7H12_22,-1,C7H12_229"
ISOC7_1042_C7H12_23,ISOC7,0.08349196652086189,52.392,"1,C7H12_23,-1,C7H12_229"
ISOC7_1043_C7H12_24,ISOC7,0.08290727415339159,52.0251,"1,C7H12_24,-1,C7H12_229"
ISOC7_1044_C7H12_25,ISOC7,0.08288942581729001,52.0139,"1,C7H12_25,-1,C7H12_229"
ISOC7_1045_C7H12_26,ISOC7,0.08251285779757556,51.7776,"1,C7H12_26,-1,C7H12_229"
ISOC7_1046_C7H12_27,ISOC7,0.08104116686991454,50.8541,"1,C7H12_27,-1,C7H12_229"
ISOC7_1047_C7H12_28,ISOC7,0.08021615940564805,50.3364,"1,C7H12_28,-1,C7H12_229"
ISOC7_1048_C7H12_29,ISOC7,0.08012245564111479,50.2776,"1,C7H12_29,-1,C7H12_229"
ISOC7_1049_C7H12_30,ISOC7,0.07955290248730207,49.9202,"1,C7H12_30,-1,C7H12_229"
ISOC7_1050_C7H12_31,ISOC7,0.07920549737389643,49.7022,"1,C7H12_31,-1,C7H12_229"
ISOC7_1051_C7H12_32,ISOC7,0.07871323388980928,49.3933,"1,C7H12_32,-1,C7H12_229"
ISOC7_1052_C7H12_33,ISOC7,0.07803069439406785,48.965,"1,C7H12_33,-1,C7H12_229"
ISOC7_1053_C7H12_34,ISOC7,0.07795531704606745,48.9177,"1,C7H12_34,-1,C7H12_229"
ISOC7_1054_C7H12_35,ISOC7,0.07646338738014840,47.9815,"1,C7H12_35,-1,C7H12_229"
ISOC7_1055_C7H12_36,ISOC7,0.07639326891689222,47.9375,"1,C7H12_36,-1,C7H12_229"
ISOC7_1056_C7H12_37,ISOC7,0.07585813755413253,47.6017,"1,C7H12_37,-1,C7H12_229"
ISOC7_1057_C7H12_38,ISOC7,0.07530149257196470,47.2524,"1,C7H12_38,-1,C7H12_229"
ISOC7_1058_C7H12_39,ISOC7,0.07521113537045048,47.1957,"1,C7H12_39,-1,C7H12_229"
ISOC7_1059_C7H12_40,ISOC7,0.07439600823509736,46.6842,"1,C7H12_40,-1,C7H12_229"
ISOC7_1060_C7H12_41,ISOC7,0.07400477908215661,46.4387,"1,C7H12_41,-1,C7H12_229"
ISOC7_1061_C7H12_42,ISOC7,0.07392541773056211,46.3889,"1,C7H12_42,-1,C7H12_229"
ISOC7_1062_C7H12_43,ISOC7,0.07361036272634058,46.1912,"1,C7H12_43,-1,C7H12_229"
ISOC7_1063_C7H12_44,ISOC7,0.07261754903069054,45.5682,"1,C7H12_44,-1,C7H12_229"
ISOC7_1064_C7H12_45,ISOC7,0.07250440332861807,45.4972,"1,C7H12_45,-1,C7H12_229"
ISOC7_1065_C7H12_46,ISOC7,0.07227604024260418,45.3539,"1,C7H12_46,-1,C7H12_229"
ISOC7_1066_C7H12_47,ISOC7,0.07168083010564545,44.9804,"1,C7H12_47,-1,C7H12_229"
ISOC7_1067_C7H12_48,ISOC7,0.07145740718408825,44.8402,"1,C7H12_48,-1,C7H12_229"
ISOC7_1068_C7H12_49,ISOC7,0.07074203949873142,44.3913,"1,C7H12_49,-1,C7H12_229"
ISOC7_1069_C7H12_50,ISOC7,0.06960277383096222,43.6764,"1,C7H12_50,-1,C7H12_229"
ISOC7_1070_C7H12_51,ISOC7,0.06911831899391950,43.3724,"1,C7H12_51,-1,C7H12_229"
ISOC7_1071_C7H12_52,ISOC7,0.06897505422467562,43.2825,"1,C7H12_52,-1,C7H12_229"
ISOC7_1072_C7H12_53,ISOC7,0.06877346364281409,43.156,"1,C7H12_53,-1,C7H12_229"
ISOC7_1073_C7H12_54,ISOC7,0.06787339755083473,42.5912,"1,C7H12_54,-1,C7H12_229"
ISOC7_1074_C7H12_55,ISOC7,0.06782925479101209,42.5635,"1,C7H12_55,-1,C7H12_229"
ISOC7_1075_C7H12_56,ISOC7,0.06685811407491396,41.9541,"1,C7H12_56,-1,C7H12_229"
ISOC7_1076_C7H12_57,ISOC7,0.06678911113266412,41.9108,"1,C7H12_57,-1,C7H12_229"
ISOC7_1077_C7H12_58,ISOC7,0.06644106857868343,41.6924,"1,C7H12_58,-1,C7H12_229"
ISOC7_1078_C7H12_59,ISOC7,0.06583438451137369,41.3117,"1,C7H12_59,-1,C7H12_229"
ISOC7_1079_C7H12_60,ISOC7,0.06485766619024382,40.6988,"1,C7H12_60,-1,C7H12_229"
ISOC7_1080_C7H12_61,ISOC7,0.06431488554058346,40.3582,"1,C7H12_61,-1,C7H12_229"
ISOC7_1081_C7H12_62,ISOC7,0.06419058462844750,40.2802,"1,C7H12_62,-1,C7H12_229"
ISOC7_1082_C7H12_63,ISOC7,0.06412317528763530,40.2379,"1,C7H12_63,-1,C7H12_229"
ISOC7_1083_C7H12_64,ISOC7,0.06406469011487390,40.2012,"1,C7H12_64,-1,C7H12_229"
ISOC7_1084_C7H12_65,ISOC7,0.06313275199414172,39.6164,"1,C7H12_65,-1,C7H12_229"
ISOC7_1085_C7H12_66,ISOC7,0.06307856954526194,39.5824,"1,C7H12_66,-1,C7H12_229"
ISOC7_1086_C7H12_67,ISOC7,0.06298869042417902,39.526,"1,C7H12_67,-1,C7H12_229"
ISOC7_1087_C7H12_68,ISOC7,0.06290741675085935,39.475,"1,C7H12_68,-1,C7H12_229"
ISOC7_1088_C7H12_69,ISOC7,0.06265084691939923,39.314,"1,C7H12_69,-1,C7H12_229"
ISOC7_1089_C7H12_70,ISOC7,0.06264112595062962,39.3079,"1,C7H12_70,-1,C7H12_229"
ISOC7_1090_C7H12_71,ISOC7,0.06258375629887456,39.2719,"1,C7H12_71,-1,C7H12_229"
ISOC7_1091_C7H12_72,ISOC7,0.06257244172866732,39.2648,"1,C7H12_72,-1,C7H12_229"
ISOC7_1092_C7H12_73,ISOC7,0.06253339849344512,39.2403,"1,C7H12_73,-1,C7H12_229"
ISOC7_1093_C7H12_74,ISOC7,0.06237148858738085,39.1387,"1,C7H12_74,-1,C7H12_229"
ISOC7_1094_C7H12_75,ISOC7,0.06194312852094308,38.8699,"1,C7H12_75,-1,C7H12_229"
ISOC7_1095_C7H12_76,ISOC7,0.06190583824730229,38.8465,"1,C7H12_76,-1,C7H12_229"
ISOC7_1096_C7H12_77,ISOC7,0.06178089989459127,38.7681,"1,C7H12_77,-1,C7H12_229"
ISOC7_1097_C7H12_78,ISOC7,0.06159636084811250,38.6523,"1,C7H12_78,-1,C7H12_229"
ISOC7_1098_C7H12_79,ISOC7,0.06147700010043323,38.5774,"1,C7H12_79,-1,C7H12_229"
ISOC7_1099_C7H12_80,ISOC7,0.06135795807304148,38.5027,"1,C7H12_80,-1,C7H12_229"
ISOC7_1100_C7H12_81,ISOC7,0.06128513048734131,38.457,"1,C7H12_81,-1,C7H12_229"
ISOC7_1101_C7H12_82,ISOC7,0.06116592909980580,38.3822,"1,C7H12_82,-1,C7H12_229"
ISOC7_1102_C7H12_83,ISOC7,0.06099876030899731,38.2773,"1,C7H12_83,-1,C7H12_229"
ISOC7_1103_C7H12_84,ISOC7,0.06077262826499612,38.1354,"1,C7H12_84,-1,C7H12_229"
ISOC7_1104_C7H12_85,ISOC7,0.06063271005877128,38.0476,"1,C7H12_85,-1,C7H12_229"
ISOC7_1105_C7H12_86,ISOC7,0.06060530011404386,38.0304,"1,C7H12_86,-1,C7H12_229"
ISOC7_1106_C7H12_87,ISOC7,0.06060275035174364,38.0288,"1,C7H12_87,-1,C7H12_229"
ISOC7_1107_C7H12_88,ISOC7,0.06042299210957779,37.916,"1,C7H12_88,-1,C7H12_229"
ISOC7_1108_C7H12_89,ISOC7,0.06002363558930508,37.6654,"1,C7H12_89,-1,C7H12_229"
ISOC7_1109_C7H12_90,ISOC7,0.05942093552558943,37.2872,"1,C7H12_90,-1,C7H12_229"
ISOC7_1110_C7H12_91,ISOC7,0.05933822761097589,37.2353,"1,C7H12_91,-1,C7H12_229"
ISOC7_1111_C7H12_92,ISOC7,0.05920069980690751,37.149,"1,C7H12_92,-1,C7H12_229"
ISOC7_1112_C7H12_93,ISOC7,0.05860819879239277,36.7772,"1,C7H12_93,-1,C7H12_229"
ISOC7_1113_C7H12_94,ISOC7,0.05857728292450254,36.7578,"1,C7H12_94,-1,C7H12_229"
ISOC7_1114_C7H12_95,ISOC7,0.05854461409503091,36.7373,"1,C7H12_95,-1,C7H12_229"
ISOC7_1115_C7H12_96,ISOC7,0.05852580959806676,36.7255,"1,C7H12_96,-1,C7H12_229"
ISOC7_1116_C7H12_97,ISOC7,0.05848995356571984,36.703,"1,C7H12_97,-1,C7H12_229"
ISOC7_1117_C7H12_98,ISOC7,0.05841202645541922,36.6541,"1,C7H12_98,-1,C7H12_229"
ISOC7_1118_C7H12_99,ISOC7,0.05827720777379484,36.5695,"1,C7H12_99,-1,C7H12_229"
ISOC7_1119_C7H12_100,ISOC7,0.05807482039121449,36.4425,"1,C7H12_100,-1,C7H12_229"
ISOC7_1120_C7H12_101,ISOC7,0.05803880499872381,36.4199,"1,C7H12_101,-1,C7H12_229"
ISOC7_1121_C7H12_102,ISOC7,0.05801394481629662,36.4043,"1,C7H12_102,-1,C7H12_229"
ISOC7_1122_C7H12_103,ISOC7,0.05746909248476733,36.0624,"1,C7H12_103,-1,C7H12_229"
ISOC7_1123_C7H12_104,ISOC7,0.05730112689324002,35.957,"1,C7H12_104,-1,C7H12_229"
ISOC7_1124_C7H12_105,ISOC7,0.05697890068254911,35.7548,"1,C7H12_105,-1,C7H12_229"
ISOC7_1125_C7H12_106,ISOC7,0.05688997772232877,35.699,"1,C7H12_106,-1,C7H12_229"
ISOC7_1126_C7H12_107,ISOC7,0.05622480848225762,35.2816,"1,C7H12_107,-1,C7H12_229"
ISOC7_1127_C7H12_108,ISOC7,0.05617939084128486,35.2531,"1,C7H12_108,-1,C7H12_229"
ISOC7_1128_C7H12_109,ISOC7,0.05617492875725947,35.2503,"1,C7H12_109,-1,C7H12_229"
ISOC7_1129_C7H12_110,ISOC7,0.05595628664001519,35.1131,"1,C7H12_110,-1,C7H12_229"
ISOC7_1130_C7H12_111,ISOC7,0.05550768783531938,34.8316,"1,C7H12_111,-1,C7H12_229"
ISOC7_1131_C7H12_112,ISOC7,0.05538816772749634,34.7566,"1,C7H12_112,-1,C7H12_229"
ISOC7_1132_C7H12_113,ISOC7,0.05537223171311994,34.7466,"1,C7H12_113,-1,C7H12_229"
ISOC7_1133_C7H12_114,ISOC7,0.05525255224515314,34.6715,"1,C7H12_114,-1,C7H12_229"
ISOC7_1134_C7H12_115,ISOC7,0.05516490416608291,34.6165,"1,C7H12_115,-1,C7H12_229"
ISOC7_1135_C7H12_116,ISOC7,0.05468028996889643,34.3124,"1,C7H12_116,-1,C7H12_229"
ISOC7_1136_C7H12_117,ISOC7,0.05433129125405315,34.0934,"1,C7H12_117,-1,C7H12_229"
ISOC7_1137_C7H12_118,ISOC7,0.05419440089055983,34.0075,"1,C7H12_118,-1,C7H12_229"
ISOC7_1138_C7H12_119,ISOC7,0.05386819067627482,33.8028,"1,C7H12_119,-1,C7H12_229"
ISOC7_1139_C7H12_120,ISOC7,0.05373560303666313,33.7196,"1,C7H12_120,-1,C7H12_229"
ISOC7_1140_C7H12_121,ISOC7,0.05362962854106004,33.6531,"1,C7H12_121,-1,C7H12_229"
ISOC7_1141_C7H12_122,ISOC7,0.05341608594841621,33.5191,"1,C7H12_122,-1,C7H12_229"
ISOC7_1142_C7H12_123,ISOC7,0.05328525127038592,33.437,"1,C7H12_123,-1,C7H12_229"
ISOC7_1143_C7H12_124,ISOC7,0.05318931646383996,33.3768,"1,C7H12_124,-1,C7H12_229"
ISOC7_1144_C7H12_125,ISOC7,0.05314947642789895,33.3518,"1,C7H12_125,-1,C7H12_229"
ISOC7_1145_C7H12_126,ISOC7,0.05305051377862147,33.2897,"1,C7H12_126,-1,C7H12_229"
ISOC7_1146_C7H12_127,ISOC7,0.05303314352295119,33.2788,"1,C7H12_127,-1,C7H12_229"
ISOC7_1147_C7H12_128,ISOC7,0.05256430597999735,32.9846,"1,C7H12_128,-1,C7H12_229"
ISOC7_1148_C7H12_129,ISOC7,0.05253147779038196,32.964,"1,C7H12_129,-1,C7H12_229"
ISOC7_1149_C7H12_130,ISOC7,0.05243410874254212,32.9029,"1,C7H12_130,-1,C7H12_229"
ISOC7_1150_C7H12_131,ISOC7,0.05228255724582251,32.8078,"1,C7H12_131,-1,C7H12_229"
ISOC7_1151_C7H12_132,ISOC7,0.05208001050309840,32.6807,"1,C7H12_132,-1,C7H12_229"
ISOC7_1152_C7H12_133,ISOC7,0.05168686902843248,32.434,"1,C7H12_133,-1,C7H12_229"
ISOC7_1153_C7H12_134,ISOC7,0.05155619371054596,32.352,"1,C7H12_134,-1,C7H12_229"
ISOC7_1154_C7H12_135,ISOC7,0.05133755159330168,32.2148,"1,C7H12_135,-1,C7H12_229"
ISOC7_1155_C7H12_136,ISOC7,0.05127954450097157,32.1784,"1,C7H12_136,-1,C7H12_229"
ISOC7_1156_C7H12_137,ISOC7,0.05121691596447230,32.1391,"1,C7H12_137,-1,C7H12_229"
ISOC7_1157_C7H12_138,ISOC7,0.05102520571152414,32.0188,"1,C7H12_138,-1,C7H12_229"
ISOC7_1158_C7H12_139,ISOC7,0.05101516602246701,32.0125,"1,C7H12_139,-1,C7H12_229"
ISOC7_1159_C7H12_140,ISOC7,0.05083620458101998,31.9002,"1,C7H12_140,-1,C7H12_229"
ISOC7_1160_C7H12_141,ISOC7,0.05079971110809801,31.8773,"1,C7H12_141,-1,C7H12_229"
ISOC7_1161_C7H12_142,ISOC7,0.05079397414292250,31.8737,"1,C7H12_142,-1,C7H12_229"
ISOC7_1162_C7H12_143,ISOC7,0.05043684806074726,31.6496,"1,C7H12_143,-1,C7H12_229"
ISOC7_1163_C7H12_144,ISOC7,0.05042935813399035,31.6449,"1,C7H12_144,-1,C7H12_229"
ISOC7_1164_C7H12_145,ISOC7,0.05039525506322485,31.6235,"1,C7H12_145,-1,C7H12_229"
ISOC7_1165_C7H12_146,ISOC7,0.04995095898241067,31.3447,"1,C7H12_146,-1,C7H12_229"
ISOC7_1166_C7H12_147,ISOC7,0.04978713675462122,31.2419,"1,C7H12_147,-1,C7H12_229"
ISOC7_1167_C7H12_148,ISOC7,0.04975048392155549,31.2189,"1,C7H12_148,-1,C7H12_229"
ISOC7_1168_C7H12_149,ISOC7,0.04970681924216414,31.1915,"1,C7H12_149,-1,C7H12_229"
ISOC7_1169_C7H12_150,ISOC7,0.04944642476725368,31.0281,"1,C7H12_150,-1,C7H12_229"
ISOC7_1170_C7H12_151,ISOC7,0.04940068840599340,30.9994,"1,C7H12_151,-1,C7H12_229"
ISOC7_1171_C7H12_152,ISOC7,0.04909184844737867,30.8056,"1,C7H12_152,-1,C7H12_229"
ISOC7_1172_C7H12_153,ISOC7,0.04894491839482821,30.7134,"1,C7H12_153,-1,C7H12_229"
ISOC7_1173_C7H12_154,ISOC7,0.04891256828564411,30.6931,"1,C7H12_154,-1,C7H12_229"
ISOC7_1174_C7H12_155,ISOC7,0.04880739059075984,30.6271,"1,C7H12_155,-1,C7H12_229"
ISOC7_1175_C7H12_156,ISOC7,0.04864309028253910,30.524,"1,C7H12_156,-1,C7H12_229"
ISOC7_1176_C7H12_157,ISOC7,0.04826126337808043,30.2844,"1,C7H12_157,-1,C7H12_229"
ISOC7_1177_C7H12_158,ISOC7,0.04818285818734852,30.2352,"1,C7H12_158,-1,C7H12_229"
ISOC7_1178_C7H12_159,ISOC7,0.04796357862952918,30.0976,"1,C7H12_159,-1,C7H12_229"
ISOC7_1179_C7H12_160,ISOC7,0.04780103128288985,29.9956,"1,C7H12_160,-1,C7H12_229"
ISOC7_1180_C7H12_161,ISOC7,0.04770079375246226,29.9327,"1,C7H12_161,-1,C7H12_229"
ISOC7_1181_C7H12_162,ISOC7,0.04763625289423782,29.8922,"1,C7H12_162,-1,C7H12_229"
ISOC7_1182_C7H12_163,ISOC7,0.04756884355342563,29.8499,"1,C7H12_163,-1,C7H12_229"
ISOC7_1183_C7H12_164,ISOC7,0.04732677549504803,29.698,"1,C7H12_164,-1,C7H12_229"
ISOC7_1184_C7H12_165,ISOC7,0.04720199650248078,29.6197,"1,C7H12_165,-1,C7H12_229"
ISOC7_1185_C7H12_166,ISOC7,0.04707450838746954,29.5397,"1,C7H12_166,-1,C7H12_229"
ISOC7_1186_C7H12_167,ISOC7,0.04695992844410319,29.4678,"1,C7H12_167,-1,C7H12_229"
ISOC7_1187_C7H12_168,ISOC7,0.04662670638349255,29.2587,"1,C7H12_168,-1,C7H12_229"
ISOC7_1188_C7H12_169,ISOC7,0.04656758377015609,29.2216,"1,C7H12_169,-1,C7H12_229"
ISOC7_1189_C7H12_170,ISOC7,0.04641061402854850,29.1231,"1,C7H12_170,-1,C7H12_229"
ISOC7_1190_C7H12_171,ISOC7,0.04528234421069902,28.4151,"1,C7H12_171,-1,C7H12_229"
ISOC7_1191_C7H12_172,ISOC7,0.04526290227315980,28.4029,"1,C7H12_172,-1,C7H12_229"
ISOC7_1192_C7H12_173,ISOC7,0.04497748825567838,28.2238,"1,C7H12_173,-1,C7H12_229"
ISOC7_1193_C7H12_174,ISOC7,0.04395646781458211,27.5831,"1,C7H12_174,-1,C7H12_229"
ISOC7_1194_C7H12_175,ISOC7,0.04384858099725384,27.5154,"1,C7H12_175,-1,C7H12_229"
ISOC7_1195_C7H12_176,ISOC7,0.04337814985286236,27.2202,"1,C7H12_176,-1,C7H12_229"
ISOC7_1196_C7H12_177,ISOC7,0.04337544073041837,27.2185,"1,C7H12_177,-1,C7H12_229"
ISOC7_1197_C7H12_178,ISOC7,0.04295345506973117,26.9537,"1,C7H12_178,-1,C7H12_229"
ISOC7_1198_C7H12_179,ISOC7,0.04095667246836760,25.7007,"1,C7H12_179,-1,C7H12_229"
ISOC7_1199_C7H12_180,ISOC7,0.04037676090521022,25.3368,"1,C7H12_180,-1,C7H12_229"
ISOC7_1200_C7H12_181,ISOC7,0.04016911463788566,25.2065,"1,C7H12_181,-1,C7H12_229"
ISOC7_1201_C7H12_182,ISOC7,0.04004385756488711,25.1279,"1,C7H12_182,-1,C7H12_229"
ISOC7_1202_C7H12_183,ISOC7,0.03870220451453756,24.286,"1,C7H12_183,-1,C7H12_229"
ISOC7_1203_C7H12_184,ISOC7,0.03840914121015547,24.1021,"1,C7H12_184,-1,C7H12_229"
ISOC7_1204_C7H12_185,ISOC7,0.03825663355257327,24.0064,"1,C7H12_185,-1,C7H12_229"
ISOC7_1205_C7H12_186,ISOC7,0.03774190028821539,23.6834,"1,C7H12_186,-1,C7H12_229"
ISOC7_1206_C7H12_187,ISOC7,0.03757202237496291,23.5768,"1,C7H12_187,-1,C7H12_229"
ISOC7_1207_C7H12_188,ISOC7,0.03750525047472577,23.5349,"1,C7H12_188,-1,C7H12_229"
ISOC7_1208_C7H12_189,ISOC7,0.03728071203216222,23.394,"1,C7H12_189,-1,C7H12_229"
ISOC7_1209_C7H12_190,ISOC7,0.03708724881763266,23.2726,"1,C7H12_190,-1,C7H12_229"
ISOC7_1210_C7H12_191,ISOC7,0.03648311451262314,22.8935,"1,C7H12_191,-1,C7H12_229"
ISOC7_1211_C7H12_192,ISOC7,0.03639642259441550,22.8391,"1,C7H12_192,-1,C7H12_229"
ISOC7_1212_C7H12_193,ISOC7,0.03554543942671546,22.3051,"1,C7H12_193,-1,C7H12_229"
ISOC7_1213_C7H12_194,ISOC7,0.03485461320349830,21.8716,"1,C7H12_194,-1,C7H12_229"
ISOC7_1214_C7H12_195,ISOC7,0.03467039287730706,21.756,"1,C7H12_195,-1,C7H12_229"
ISOC7_1215_C7H12_196,ISOC7,0.03421350734513552,21.4693,"1,C7H12_196,-1,C7H12_229"
ISOC7_1216_C7H12_197,ISOC7,0.03404904767677102,21.3661,"1,C7H12_197,-1,C7H12_229"
ISOC7_1217_C7H12_198,ISOC7,0.03260859133728776,20.4622,"1,C7H12_198,-1,C7H12_229"
ISOC7_1218_C7H12_199,ISOC7,0.03179394228236593,19.951,"1,C7H12_199,-1,C7H12_229"
ISOC7_1219_C7H12_200,ISOC7,0.03057913990645256,19.1887,"1,C7H12_200,-1,C7H12_229"
ISOC7_1220_C7H12_201,ISOC7,0.02870649885708119,18.0136,"1,C7H12_201,-1,C7H12_229"
ISOC7_1221_C7H12_202,ISOC7,0.02800356126293796,17.5725,"1,C7H12_202,-1,C7H12_229"
ISOC7_1222_C7H12_203,ISOC7,0.02721680023317484,17.0788,"1,C7H12_203,-1,C7H12_229"
ISOC7_1223_C7H12_204,ISOC7,0.02605426798441608,16.3493,"1,C7H12_204,-1,C7H12_229"
ISOC7_1224_C7H12_205,ISOC7,0.02578526806174236,16.1805,"1,C7H12_205,-1,C7H12_229"
ISOC7_1225_C7H12_206,ISOC7,0.02560327877756382,16.0663,"1,C7H12_206,-1,C7H12_229"
