Unnamed: 0,wB97M2,B3LYP,BMK,CAMB3LYP,CF22D,M052X,M062X,M08HX,MN15,PBE0,PW6B95,SOGGA11X,r2SCAN0,wB97M-V,wB97X-V,revDSD-PBEP86-D4
04b_acetonitrile_monB_3B-69,-132.8535469078,-132.819435419,-132.7301953868,-132.745779996,-132.70044396,-132.7972540022,-132.7586098813,-132.7806191271,-132.717057518,-132.6495015789,-132.9797274688,-132.7696705327,-132.71219916,-132.7593723255,-132.7696812399,-132.582784372342
04b_acetonitrile_monC_3B-69,-132.8535469076,-132.8194354188,-132.7301953866,-132.7457799958,-132.70044397,-132.7972540019,-132.7586098811,-132.7806191269,-132.7170575178,-132.6495015787,-132.9797274686,-132.7696705325,-132.7121991598,-132.7593723252,-132.7696812397,-132.582784372055
04b_acetonitrile_trim_3B-69,-398.5668858719,-398.4593719241,-398.1899249219,-398.2402938207,-398.10725439,-398.397142075,-398.2807767995,-398.3463307617,-398.1576912526,-397.9516490475,-398.9430573418,-398.3092081972,-398.1408410819,-398.2843690333,-398.3155958558,-397.755198600584
04c_acetonitrile_dimAB_3B-69,-265.7093733944,-265.6389333028,-265.4600180894,-265.4924679164,-265.40327272,-265.5967975587,-265.5194249134,-265.563206793,-265.4368338224,-265.3000486744,-265.961048579,-265.5392694547,-265.4261656921,-265.5211176707,-265.5418045423,-265.16807283074
04c_acetonitrile_dimAC_3B-69,-265.7110913266,-265.641193056,-265.4620214789,-265.4945831462,-265.40475561,-265.5982738273,-265.5207959409,-265.5647130241,-265.4382264901,-265.3019672205,-265.9627704745,-265.5412235546,-265.4277793417,-265.5227324374,-265.5434569154,-265.169769350912
04c_acetonitrile_dimBC_3B-69,-265.7079508945,-265.6397042141,-265.4612479268,-265.4924161151,-265.40170236,-265.5953917585,-265.51805844,-265.5620552225,-265.4349420221,-265.2998527274,-265.9603108835,-265.5401830377,-265.4252936031,-265.5196052028,-265.5402135194,-265.166409588764
04c_acetonitrile_monA_3B-69,-132.8535681541,-132.8194416358,-132.7301951235,-132.745787671,-132.7004313,-132.7972660797,-132.7586167599,-132.7806147908,-132.7170660529,-132.6495124136,-132.9797474672,-132.7696767134,-132.712219543199,-132.7593804912,-132.769680572,-132.5827960814
04c_acetonitrile_monB_3B-69,-132.8535681539,-132.8194416356,-132.7301951234,-132.7457876709,-132.70043129,-132.7972660795,-132.7586167598,-132.7806147907,-132.7170660527,-132.6495124135,-132.9797474671,-132.7696767133,-132.7122195431,-132.7593804911,-132.7696805719,-132.582796081363
04c_acetonitrile_monC_3B-69,-132.853568154,-132.8194416357,-132.7301951234,-132.7457876709,-132.70043131,-132.7972660796,-132.7586167599,-132.7806147907,-132.7170660528,-132.6495124135,-132.9797474671,-132.7696767133,-132.7122195431,-132.7593804911,-132.7696805719,-132.582796081392
04c_acetonitrile_trim_3B-69,-398.5679816859,-398.4617825977,-398.1930098037,-398.2423854643,-398.10872683,-398.3989639969,-398.2827194199,-398.3484309542,-398.1591006048,-397.9536132889,-398.9451647107,-398.3119461639,-398.1428741946,-398.2856090194,-398.3167244644,-397.756138954095
05_ammonia-dimer_0p9_dim_A21x12,-113.2068125731,-113.1891983891,-113.1032283361,-113.1282894246,-113.08772793,-113.1570339832,-113.1199689396,-113.1512881926,-113.091017185,-113.0436220062,-113.3069575332,-113.1468641833,-113.094106593,-113.1154203455,-113.1368711188,-112.995253937099
05_ammonia-dimer_1p0_dim_A21x12,-113.2085686189,-113.191490151,-113.1053722245,-113.1301700271,-113.08970252,-113.1589837683,-113.1216118641,-113.1528796974,-113.0931909548,-113.0453931598,-113.309065163,-113.148668002,-113.095842563,-113.1173369275,-113.1389847649,-112.997169753385
05_ammonia-dimer_1p1_dim_A21x12,-113.207874128,-113.1911610482,-113.104596405,-113.1295352242,-113.08915813,-113.1583091694,-113.1206927627,-113.1519738684,-113.0926358011,-113.0448286102,-113.3086333414,-113.1477947543,-113.0951430309,-113.1166581256,-113.1384161064,-112.996490894696
05_ammonia-dimer_1p2_dim_A21x12,-113.20682581,-113.1903673518,-113.103499311,-113.128534306,-113.08818369,-113.157234801,-113.1196416673,-113.1507470458,-113.0915231133,-113.0439017899,-113.3077648935,-113.1467517054,-113.0941063308,-113.1156114169,-113.1373772584,-112.995401373229
05_ammonia-dimer_1p4_dim_A21x12,-113.2053250214,-113.1892059041,-113.1027674057,-113.1271513195,-113.0866488,-113.1556165005,-113.1183348089,-113.1492973228,-113.0898004044,-113.0425317636,-113.3063959599,-113.1460323237,-113.0926612833,-113.114144425,-113.1358207265,-112.993822745236
05_ammonia-dimer_1p6_dim_A21x12,-113.2045884378,-113.1886624204,-113.1026094804,-113.1265169021,-113.08585906,-113.1548360431,-113.1175844377,-113.1487042022,-113.0890251882,-113.0418384967,-113.3056709087,-113.1456983011,-113.0919681889,-113.1134067874,-113.1350518809,-112.99305714906
05_ammonia-dimer_2p0_dim_A21x12,-113.2040357142,-113.1882452748,-113.1022254704,-113.1260470668,-113.08526779,-113.154327064,-113.1169738853,-113.1481714274,-113.0885288272,-113.0413185055,-113.305088135,-113.1452309668,-113.0914531689,-113.1128269352,-113.1344824788,-112.992488295221
05a_nitromethane_dimAB_3B-69,-490.3999192929,-490.2729090864,-489.9923435454,-490.0825139786,-489.99204089,-490.1878517144,-490.0601165548,-490.0835687204,-489.9654748555,-489.7343993063,-490.8191405798,-490.0764516581,-489.9279748839,-490.1043276132,-490.1035605062,-489.517843219027
05a_nitromethane_dimAC_3B-69,-490.398797455,-490.2730187316,-489.9922941522,-490.08224765800003,-489.99141113,-490.1872607924,-490.0593968653,-490.0830786603,-489.9649787039,-489.7343916621,-490.8189387452,-490.0765567664,-489.9274210394,-490.1034302902,-490.1026823357,-489.516684807387
05a_nitromethane_dimBC_3B-69,-490.4032826675,-490.2771225495,-489.9967094955,-490.0867998784,-489.99572598,-490.1919464545,-490.0638923979,-490.0877619648,-489.9694539823,-489.73862863,-490.823136219,-490.0808265315,-489.9318158165,-490.108007591,-490.1073082266,-489.524070421035
05a_nitromethane_monA_3B-69,-245.1984252388,-245.1366090747,-244.996533706,-245.0408024323,-244.99472714,-245.092772382,-245.0288711679,-245.0408859411,-244.9815041329,-244.8669077864,-245.4090393561,-245.0384943322,-244.9631237737,-245.0507512519,-245.0503388373,-244.756994823484
05a_nitromethane_monB_3B-69,-245.1984252389,-245.1366090748,-244.9965337061,-245.0408024325,-244.99472717,-245.0927723822,-245.028871168,-245.0408859413,-244.9815041331,-244.8669077866,-245.4090393563,-245.0384943324,-244.9631237739,-245.050751252,-245.0503388375,-244.756994816503
05a_nitromethane_monC_3B-69,-245.1984252387,-245.1366090747,-244.9965337059,-245.0408024323,-244.99472714,-245.092772382,-245.0288711679,-245.0408859411,-244.9815041329,-244.8669077864,-245.4090393561,-245.0384943322,-244.9631237737,-245.0507512518,-245.0503388373,-244.756994816032
05a_nitromethane_trim_3B-69,-735.6070706426,-735.4134867287,-734.9933663065,-735.1293702472,-734.99544786,-735.2892178236,-735.0975459706,-735.1325222697,-734.9561481406,-734.6067967189,-736.234435974,-735.1193617008,-734.8982703069,-735.1639987728,-735.1629319555,-734.288091791459
05b_nitromethane_dimAB_3B-69,-490.4032826682,-490.2771225502,-489.9967094961,-490.0867998791,-489.99572592,-490.1919464552,-490.0638923985,-490.0877619655,-489.9694539829,-489.7386286307,-490.8231362197,-490.0808265321,-489.9318158172,-490.1080075917,-490.1073082273,-489.524070365372
05b_nitromethane_dimAC_3B-69,-490.4017519105,-490.2748541506,-489.9944926406,-490.0845542361,-489.99390593,-490.1898975051,-490.0621458266,-490.0856902101,-489.9673691585,-489.7362502547,-490.8211490412,-490.078444238,-489.9299469807,-490.1062046764,-490.1054583447,-489.52092543791
05b_nitromethane_dimBC_3B-69,-490.3999192932,-490.2729090868,-489.9923435458,-490.082513979,-489.99204087,-490.1878517147,-490.0601165552,-490.0835687208,-489.9654748559,-489.7343993066,-490.8191405802,-490.0764516584,-489.9279748842,-490.1043276136,-490.1035605065,-489.517843654371
05b_nitromethane_monA_3B-69,-245.1984252394,-245.1366090753,-244.9965337066,-245.040802433,-244.99472711,-245.0927723827,-245.0288711685,-245.0408859418,-244.9815041335,-244.866907787,-245.4090393568,-245.0384943328,-244.9631237743,-245.0507512525,-245.0503388379,-244.756994816609
05b_nitromethane_monB_3B-69,-245.1984252389,-245.1366090748,-244.9965337061,-245.0408024325,-244.99472714,-245.0927723822,-245.0288711681,-245.0408859413,-244.9815041331,-244.8669077866,-245.4090393563,-245.0384943324,-244.9631237739,-245.050751252,-245.0503388375,-244.756994815902
05b_nitromethane_monC_3B-69,-245.1984252391,-245.136609075,-244.9965337063,-245.0408024327,-244.99472714,-245.0927723824,-245.0288711683,-245.0408859415,-244.9815041333,-244.8669077868,-245.4090393565,-245.0384943326,-244.9631237741,-245.0507512522,-245.0503388377,-244.756994821108
05b_nitromethane_trim_3B-69,-735.6093754663,-735.4147257717,-734.9946463322,-735.1310570523,-734.99717674,-735.2911080871,-735.0993617404,-735.1342140678,-734.95792456,-734.6080287487,-736.2359039743,-735.1204015881,-734.9000149881,-735.1660394765,-735.1650480467,-734.291321907928
05c_nitromethane_dimAB_3B-69,-490.4017519096,-490.2748541497,-489.9944926396,-490.0845542351,-489.99390601,-490.1898975041,-490.0621458257,-490.0856902092,-489.9673691575,-489.7362502537,-490.8211490402,-490.078444237,-489.9299469797,-490.1062046755,-490.1054583437,-489.520938688535
05c_nitromethane_dimAC_3B-69,-490.3962712492,-490.2725624995,-489.9923766796,-490.0809199923,-489.98882898,-490.1848354267,-490.0570631948,-490.0810927199,-489.962336649,-489.7331749755,-490.8174305513,-490.0763279828,-489.9255861296,-490.100887721,-490.1000529704,-489.513035743264
05c_nitromethane_dimBC_3B-69,-490.3999192932,-490.2729090868,-489.9923435458,-490.082513979,-489.99204087,-490.1878517147,-490.0601165552,-490.0835687208,-489.9654748559,-489.7343993066,-490.8191405802,-490.0764516584,-489.9279748842,-490.1043276136,-490.1035605065,-489.517843654371
05c_nitromethane_monA_3B-69,-245.198425239,-245.1366090749,-244.9965337062,-245.0408024326,-244.99472716,-245.0927723823,-245.0288711681,-245.0408859414,-244.9815041332,-244.8669077866,-245.4090393564,-245.0384943325,-244.963123774,-245.0507512521,-245.0503388376,-244.756994821036
05c_nitromethane_monB_3B-69,-245.1984252389,-245.1366090748,-244.9965337061,-245.0408024325,-244.99472714,-245.0927723822,-245.0288711681,-245.0408859413,-244.9815041331,-244.8669077866,-245.4090393563,-245.0384943324,-244.9631237739,-245.050751252,-245.0503388375,-244.756994815902
05c_nitromethane_monC_3B-69,-245.1984252391,-245.136609075,-244.9965337063,-245.0408024327,-244.99472714,-245.0927723824,-245.0288711683,-245.0408859415,-244.9815041333,-244.8669077868,-245.4090393565,-245.0384943326,-244.9631237741,-245.0507512522,-245.0503388377,-244.756994821108
05c_nitromethane_trim_3B-69,-735.6023246294,-735.4101074683,-734.9892119304,-735.1251824853,-734.99021466,-735.2838859473,-735.0923317334,-735.1273128465,-734.9503134174,-734.6027225084,-736.2302192301,-735.1153439224,-734.8937645024,-735.1588006843,-735.1576943745,-734.280284154658
06_HF-methane_0p9_dim_A21x12,-141.0571593134,-141.0425197419,-140.9552721324,-140.9844746131,-140.94977988,-141.0119189178,-140.9699783406,-140.9928326963,-140.9491501461,-140.8804164149,-141.1853297953,-140.9911403381,-140.9430953549,-140.9650148056,-140.9816599178,-140.832269303786
06_HF-methane_1p0_dim_A21x12,-141.058341042,-141.0440870806,-140.9564907139,-140.9855443991,-140.95089546,-141.0127900043,-140.9709264618,-140.9937085557,-140.9503842194,-140.8814197599,-141.1866918075,-140.992274004,-140.9438979585,-140.9662183469,-140.9829736356,-140.833638324145
06_HF-methane_1p1_dim_A21x12,-141.0578107071,-141.0438372674,-140.9557982622,-140.9849720391,-140.95033616,-141.0120210916,-140.9701159372,-140.9929333817,-140.9497728725,-140.8809200186,-141.1863328044,-140.9917079514,-140.9431689999,-140.9656749934,-140.9824918975,-140.833174580239
06_HF-methane_1p2_dim_A21x12,-141.0571314895,-141.0433645222,-140.9551875658,-140.9843005532,-140.94962728,-141.0112065169,-140.9693843375,-140.9920824175,-140.9489326243,-140.8803030609,-141.1857629882,-140.9911953947,-140.9423922139,-140.965002545,-140.981802295,-140.832495873037
06_HF-methane_1p4_dim_A21x12,-141.0563028507,-141.0428137221,-140.9552675451,-140.9835565606,-140.94867339,-141.0101906353,-140.9685947927,-140.9912591169,-140.9478856169,-140.8795316153,-141.1850102976,-140.9910981282,-140.9415115855,-140.9641959238,-140.9809192037,-140.831632183882
06_HF-methane_1p6_dim_A21x12,-141.055967702,-141.0426355462,-140.9553486974,-140.9833092673,-140.94829265,-141.0098266933,-140.9681885131,-140.9909923236,-140.9475403279,-140.8792118323,-141.1846329114,-140.9910038062,-140.9411868146,-140.9638522904,-140.980565189,-140.831278829293
06_HF-methane_2p0_dim_A21x12,-141.0557624415,-141.0425342934,-140.9552438618,-140.9831752868,-140.94805375,-141.0096672133,-140.9679377541,-140.9907813279,-140.9473777222,-140.8790282777,-141.1843942896,-140.9908387389,-140.9410069284,-140.9636298084,-140.9803566674,-140.831059693159
06a_acetic_acid_dimAB_3B-69,-458.5155992284,-458.4053216668,-458.149730075,-458.2180282097,-458.11782071,-458.3367242754,-458.2112525068,-458.2463811537,-458.1169499663,-457.8850394944,-458.9230158159,-458.2331642344,-458.084524411,-458.2332146901,-458.2448701243,-457.684554156593
06a_acetic_acid_dimAC_3B-69,-458.5325303902,-458.4206736752,-458.1664598775,-458.2354507738,-458.13422776,-458.3542846434,-458.2285471656,-458.2635796965,-458.1335452778,-457.9017098223,-458.9383090034,-458.2502308956,-458.1025598906,-458.2504792513,-458.2621775069,-457.701401596922
06a_acetic_acid_dimBC_3B-69,-458.518988173,-458.4072495109,-458.1517800946,-458.2205729091,-458.12118125,-458.340149461,-458.2144700948,-458.2494027233,-458.1204961445,-457.8872430417,-458.9256458279,-458.2350089926,-458.0875172563,-458.2367532749,-458.2484922571,-457.687936772519
06a_acetic_acid_monA_3B-69,-229.2576297136,-229.2030356716,-229.0756980068,-229.1092476505,-229.05872758,-229.1683741869,-229.1056368743,-229.1233649234,-229.0584474461,-228.9426531206,-229.4615549502,-229.1171924122,-229.0423454261,-229.1164672694,-229.1222670462,-228.8420610821
06a_acetic_acid_monB_3B-69,-229.257629714,-229.203035672,-229.0756980072,-229.1092476509,-229.05872759,-229.1683741872,-229.1056368747,-229.1233649238,-229.0584474465,-228.942653121,-229.4615549506,-229.1171924126,-229.0423454265,-229.1164672698,-229.1222670466,-228.842061080508
06a_acetic_acid_monC_3B-69,-229.2576297143,-229.2030356723,-229.0756980075,-229.1092476512,-229.05872759,-229.1683741876,-229.105636875,-229.1233649241,-229.0584474468,-228.9426531213,-229.4615549509,-229.1171924129,-229.0423454268,-229.1164672701,-229.1222670469,-228.842061081991
06a_acetic_acid_trim_3B-69,-687.7933969869,-687.6232431509,-687.2403826368,-687.3453963978,-687.19620753,-687.5252358334,-687.3365002582,-687.3883616505,-687.1949722376,-686.8450348525,-688.4013097955,-687.3660591163,-687.1466834184,-687.370217339,-687.3879200447,-686.546773688475
06b_acetic_acid_dimAB_3B-69,-458.5150938902,-458.4055994009,-458.150768268,-458.2180810158,-458.11730133,-458.3363489748,-458.2110421362,-458.2464084547,-458.1165292478,-457.8849973423,-458.9229012331,-458.2339420122,-458.0843557847,-458.232786799,-458.2443683489,-457.684020630124
06b_acetic_acid_dimAC_3B-69,-458.5319206323,-458.4201735145,-458.1658158052,-458.2348744341,-458.13365877,-458.3537140929,-458.2279061509,-458.2629290671,-458.1329768537,-457.9011683385,-458.9378248823,-458.2495376041,-458.1020188703,-458.2498910846,-458.2616207801,-457.70081620747
06b_acetic_acid_dimBC_3B-69,-458.5319206143,-458.4201734948,-458.1658157699,-458.2348744117,-458.13365873,-458.353714067,-458.2279061234,-458.2629290378,-458.1329768331,-457.9011683173,-458.9378248595,-458.2495375762,-458.1020188447,-458.2498910617,-458.261620757,-457.700816190088
06b_acetic_acid_monA_3B-69,-229.2574783748,-229.2029098874,-229.0755723326,-229.1091205246,-229.05857203,-229.1682323848,-229.1054890184,-229.1232388888,-229.0582995824,-228.9425333665,-229.4614348821,-229.1170589564,-229.042229171,-229.1163303047,-229.1221305652,-228.841910489503
06b_acetic_acid_monB_3B-69,-229.2574783467,-229.2029098576,-229.0755722891,-229.1091204929,-229.05857197,-229.1682323497,-229.1054889822,-229.1232388517,-229.0582995533,-228.9425333347,-229.4614348498,-229.1170589195,-229.0422291356,-229.1163302724,-229.1221305324,-228.841910460261
06b_acetic_acid_monC_3B-69,-229.2574783658,-229.2029098828,-229.0755723023,-229.1091205086,-229.05857196,-229.1682323643,-229.1054889994,-229.1232388693,-229.0582995707,-228.9425333527,-229.4614348612,-229.1170589379,-229.0422291428,-229.1163302927,-229.1221305576,-228.841910481009
06b_acetic_acid_trim_3B-69,-687.8079907294,-687.6387983969,-687.2573072101,-687.361991383,-687.21030923,-687.5405858622,-687.3517150971,-687.4039550432,-687.2090171204,-686.8612047764,-688.4155852246,-687.3832755676,-687.1632013101,-687.3850564311,-687.4027255267,-686.561404878636
06c_acetic_acid_dimAB_3B-69,-458.5319206143,-458.4201734948,-458.1658157699,-458.2348744117,-458.13365873,-458.353714067,-458.2279061234,-458.2629290378,-458.1329768331,-457.9011683173,-458.9378248595,-458.2495375762,-458.1020188447,-458.2498910616,-458.261620757,-457.700816190088
06c_acetic_acid_dimAC_3B-69,-458.5188859388,-458.4069375084,-458.1516633272,-458.2203670085,-458.12102049,-458.3400279024,-458.2143931539,-458.2493610411,-458.120369853,-457.8869793607,-458.9253880633,-458.2348262943,-458.0874215609,-458.2366843818,-458.2484060976,-457.687840793179
06c_acetic_acid_dimBC_3B-69,-458.5170935177,-458.4041392869,-458.1492784072,-458.2178434524,-458.11906419,-458.3379171091,-458.2125724967,-458.2475542739,-458.1187314009,-457.8846158539,-458.9230102557,-458.2324353694,-458.085199471,-458.2348179449,-458.2465023757,-457.686165843616
06c_acetic_acid_monA_3B-69,-229.2574783467,-229.2029098576,-229.0755722891,-229.1091204929,-229.05857197,-229.1682323497,-229.1054889822,-229.1232388517,-229.0582995533,-228.9425333347,-229.4614348498,-229.1170589195,-229.0422291356,-229.1163302724,-229.1221305324,-228.841910460261
06c_acetic_acid_monB_3B-69,-229.2574783658,-229.2029098828,-229.0755723023,-229.1091205086,-229.05857196,-229.1682323643,-229.1054889994,-229.1232388693,-229.0582995707,-228.9425333527,-229.4614348612,-229.1170589379,-229.0422291428,-229.1163302927,-229.1221305576,-228.841910481009
06c_acetic_acid_monC_3B-69,-229.2574783656,-229.2029098826,-229.0755723021,-229.1091205084,-229.05857196,-229.1682323642,-229.1054889993,-229.1232388692,-229.0582995705,-228.9425333526,-229.461434861,-229.1170589378,-229.0422291426,-229.1163302925,-229.1221305575,-228.841910486363
